Question,Subj_Q,Answer,Subj_A,Domain
هل لكل لغة code editor خاص بها,0,تستطيع استعمال اي اديتور مع اي لغة فقط ابحث عن اضافة لهذة لغة  اشهر ايدتور وانصحك به وينفع مع جميع لغات تقريبا هو vscode مع ملاحضة ان brackets ايضا اديتور لكن يشتهر فقط في ويب هذا بخصوص اديتور يوجد شي ثاني وهو ide مثل visual studio eclipse pycharm هذه تعتبر ide اي بيئة تطوير متكامله وليست اديتور لها ميزات اكبر من اديتور وربما تكون مدفوعة وليست مجانيا عكس اشهر اديتور مجانيه وide قد  تخصص للغة معينه مثل pycharm لكنه ليس مقدم من بايثون انما مطور من شركة اخرى ويوجد منافسين له اما مثلا visual studio تستطيع عمل به باكثر من لغة منها بايثون انا لم اجرب ان استخدم ide سابقا بشكل حقيقي فقط تجربةحيث اكتفي ب vscode لكل شي تقريبا الويب البايثون go flutter استعمله مع كل شي  لك حرية باستخدام ما تشاء لا داعي ان تلتزم مع كورس بهذه نقطة لكن انصحك ان لم تكن لديك خبرة التزم معه حاليا  ولا معي اختر ما يناسبك انت ويناسب احتياجك لكن تاكد ان يكون له دعم جيد للغة التي تريدها كما قلت لك مثلا براكتس ليس له شهره مع بايثون لذلك افضل ان تتركة ,1,تطوير الويب
معرض أعمالي,1,التصميم جميل ماشاء الله  لكن لو قمت بتعديل ألوان الأيقونات لتلائم لون الموقع سيكون أفضل  أيقونة انرويد ورجل الدعم و     وأيضا الدائرة فوق التي تعطي قائمة منسدلة أحس أنها من الممكن أن تكون أفضل إذا تم تصغيرها قليلا وعملها بمحاذاة شعار الموقع بدل أن تكون أسفله وأنا إنجليزيتي ضعيفة ولكن الشخص المجيد لـ مجالي ui و ux هل يعتبر مطورا    لأنك كتبتui   ux developer وكتبت بعد ذلك النبذة وفيها ذكرت أنك تجيد تطوير الواجهات وتكويدها فأنت إذا مطور أيضافالأفضل لو تكتب في العنوان front end developer وفي النبذة أسفلها تذكر إجادتك لمجالي ui و ux و ui قد ذكرتها بالفعل ,1,تطوير الويب
ماذا احتاج لعمل قالب وردبريس ودخول ثيم فوريست,0,أعتقد انه يكفي أن يكود كودك منظم ومرتب ويحوي الصفحات الأساسية للقالب  ابدأ بأبسط الإمكانيات بشكل مرتب  ليس بالضرورة منافسة القوالب الكبيرة تلك والتي كل قالب منها ربما يحوي ٥ نماذج متغيرة اشبه ب ٥ قوالب  ستجد من يبحث عن البساطة  اهتم بالشكل فاكثر اختلاف بين القوالب هو الشكل  ابدأ يشكل بسيط وبسعر بسيط ثم بعد ذلك قم بعمل تحديثات وإذا كانت المبيعات جيدة ربما تستطيع توظيف اخرين مختصين لتقسيم العمل كل  في مجاله,1,تطوير الويب
أحدث أعمالي في تصميم وبرمجة المواقع,1,عمل ممتاز لا يوجد مشاكل في القالب ولكنك تحتاج لتحسين مهارات التصميم لديك شاهد امثلة على التصاميم العصرية على behance   dribbble   pinterest وغيرها لتحسن من مهاراتك بالتوفيق لك,1,تطوير الويب
هل التصميم موهبة ام تعلم  ,1,كلاهما  التصميم يعتمد بشكل أساسي على التعلم ثم على الموهبة  يمكنك اعتبار الموهبة مسرع أو محفز يساعد على الابتكار والإبداع  إلا أنه لا قيمة له بدون التعلم الذي ينقل تلك الأفكار من رأس المصمم إلى أرض الواقع    التصميم كالطبخ والكتابة يمكن تعلمه والموهبة تسهل من عملية التعلم  كما يمكن للشخص أن يتعلم الإبداع  عبر دراسة التصاميم المميزة وتحليلها إلى مكونات أو عوامل جذب ومن ثم يدرجها في تصاميمه سواء  كنت موهبا  أو لم تكن  باستطاعتك أن تحترف التصميم إذا واظبت على تعلمه لست مصمما   هذه الإجابة مبنية على قناعتي العامة ,1,تطوير الويب
هل تتوقع أن يكون مشروع حسوب القادم هو إطلاق محرك بحث حسوب ,0,من كلمة  أنا  في الشعار تبادر لذهني شيء يخص السيرة الذاتية أو صفحة التعريف الشخصي  يعني لنق ل شكل مبسط من LinkedIn يعني موقع يمكنه تخديم مواقع حسوب المختلفة خمسات ومستقل وبعيد حيث يمكن جعله يحوي السيرة ومعرض الأعمال  ومن ثم وضع رابط في الحسابات المختلفة بحيث تشير كلها إلى صفحته في الموقع الجديد ,0,تطوير الويب
اقتراح لأختيار أسم لتطبيق ,0,دكاندكانيمتجريمولسوقبازارمعرض,1,تطوير الويب
هل DigitalOcean تفي بالغرض لافتتاح شركة,0,يوجد العديد من الـ plans التي تجعل DO كاف  لاحتياجات مشاريع صغيرة تخد م مئات المستخدمين إلى مشاريع كبيرة ت خد م مئات الآلاف و حتى الملايين منهم نصيحتي لك أن تبتعد عن الـ server بالكلي ة و الاتجاه إلى الـ serverless مثل Azure  AWS  now sh هذه الخد مات لا ت بقي السيرفر up إل ا في حال كان هنالك حاجة للتخديم بذلك أن تدفع فقط لما تحتاجه  لا مزيد من الخطط المبالغ فيها و المصاريف الزائدة  انصحك بمناقشة ذلك مع التقنيين في شركتك و لكن للإجابة عن سؤالك مر ة اخرى  نعم DO يلب ي احتياجاتك و أكثر ,0,تطوير الويب
بعد تعلمي PHP استطعت ان اطلق منصة بسيطة لتبادل الكتب  إعارة  بين يديكم,1,مرحبا  اخ وائلسبحان الله قبل ايام كنت اتصفح مواضيع حسوب ووجدت موضوع لك اعتقد أنك انشئت موقع مسبحة او ما شابه قبل سنة والان رأيتك تنشئ هذا الموقع تطور واضحمن ناحية التصميم وتجربة المستخدم فهو بسيط وسهل الأستخدام جدا  واعتقد هذا ما يميزه لا يوجد تعقيدوفكرة الموقع رائعة,1,تطوير الويب
كيف انشى موقع استضافة تكون له سمعة جيدة وكيف اجعله مميزا  ,0,اسمع عزيزي نجاح هكذا مشاريع يتطلب فريق عمل لا يقل عن 9 اشخاص ويكونون يدا واحدة مثلا اثنان يتوليان مهمة التسويق للشركة واحد يكون مدير للسيرفر ومسؤول عن الدعم الفنيواحد مسؤول عن التصميم وهكذا   النجاح في هكذا مشاريع حسب خبرتي المتواضعة يتطلب فريق عمل محترف   رأس مال,1,تطوير الويب
ما هي طريقتك في التدريب والتعلم لرفع مستوى مهاراتك في مجال تطوير الويب ,0,أنا مازلت أستعمل نفس طريقتك لكن أظن أن ممارسة ما تعلمته أحسن طريقة لمزيد التمكن منه ,1,تطوير الويب
