Question,Subj_Q,Answer,Subj_A
هل زوجة فرعون التي بشرها الله بالجنة  آسية بنت مزاحم  هي عربية  يبدو لي الاسم عربي ,1,الحمد لله والصلاة والسلام على رسول الله ادخل سؤالك اخي الكريم الفرح والسرور والحنين الي صدرى وذكرني حين شغف ا لمعرفة الحقيقة لعدم اقتناعي بالكثير من الفرضيات التي اخذت بشكل مسلم فيه علي مدار عقود ان فرعون موسي رمسيس الثاني وهو في الدولة الحديثة وبعد قتل الايام واليالي توصلت لتبني ان فرعون موسي عربي وحكام مصر في تلك الحقبة هم العرب نعم وليتعلم الجميع ان مجموع من القبائل السامية متحالفة مع بعضها نزلت من ارض كنعان وجزيرة العرب وحكمت الاقليم الشمالي المصرى في حقبة زمنية بعد اضمحلال واضطراب الدولي الوسطي المصرية لفترة لم تذيد عن سته ملوك واقلهم ثلاث علي حد ٢٨٠ الي ٣٢٠عام وكانت ودخل بعد ذالك في هذا الحلف الحاكم بني اسرايل والقصة التي وردت في كتاب الله لسيدنا يوسف النبي ويقال ان فرعون الخروج يقال له قابوس او انه رجل اسمه فرعون علي ارجح الاقوال الادلة الواردة والمسافة عن هذه الفرضية كثيرة ووافية وقاطعة الامر في مجملها وتبني ذكرها الكثير من العارفين والباحثين وماذلت اثار تلك الحقبة والقطع الاثرية المكتشفة لبني اسرائل والقبايل الرعاة كما يطلق عليهم تدل ع الكثير وهي موجودة في مناطق عدة من شمال مصر وشرقها الموضوع جد طويل وبه الكثير والكثير الذي يضيق الوقت بسرده,1
لماذا حذر النبي من طائر الحدأة وأمر بقتله ولو في صحن الكعبة ,0,الحديث جاء عن ابن ع م ر    رضي الله عنهما    عن النبي صلى الله عليه وسلم قال   خ م س  لا  ج ن اح  على م ن  ق ت ل ه ن   في ال ح ر م  و الإ ح ر ام   الف ار ة   و ال ع ق ر ب   و ال غ ر اب   و ال ح د أ ة   و ال ك ل ب  ال ع ق ور  رواه البخاري   2  649    ح1731   ومسلم  واللفظ له   2  857    ح1199  رابط الموضوع  والسبب هو ما يلي  بخصوص طائر الحدأة ,1
برع علماء المسلمين في جميع العلوم فترى العالم يعرف في الطب والهندسة والكيمياء والفلسفة والفلك فكيف كان علماء المسلمين يجمعون شتى العلوم  وكيف أصبح مثلهم ,1,في الماضي كانت العلوم أكثر بساطة  أي أنهم كانوا يدرسون مبادئ العلوم ويبرعون بها  وهذا عمل رائع بالمقارنة مع عصرهم  لكن إذا نظرنا الآن إلى ما آلت إليه العلوم سنجد أننا ندرس ما اجتهدوا في اكتشافه واختراعه في المدارس الإعدادية والثانوية وهكذا لكل عصر  أسلوب وطريقة  أما الآن فالأفضل أن يختار كل متعلم تخصص ا واحد ا أو اثنين  لأن العلوم لم تعد بتلك البساطة وكثير ا ما نجد العلماء المعاصرين يفنون حياتهم لأجل اكتشاف  واحد ,1
ما رأيك في معركة عين جالوت  وهل أنقذت العالم الإسلامي من شر المغول ,0,لم تنقذ العالم الإسلامي فقط  بل أنقذت أوربا أيضا  والله غالب ,1
ماذا ينبغي أن نفعل تجاه النساء المتبر جات في المجتمع  وهل التقييم المنخفض تجاههن  بأن هن يعصين الله وبالتالي التقليل من شأنهن  وفي الطرف الآخر التقييم المرتفع تجاه المطيعات لله والرضا بما يفعلنه أمور صحيحة  وإن كان لا فاذكر السبب ,1,حتى لأ أسيء الظن بك أعتقد أن نيتك كانت طيبة ولكن أسلوب الكتابة خانك جدا  في التعبير  أعتقد كانت نيتك أن تسأل كيف يمكن نصح وإصلاح النساء المتبر جات في المجتمع  والجواب أننا لا نستطيع تغيير المجتمع بالإجبار إنما يكون بالنصح والموعظة الحسنة والموضوع على فكرة عام وليس خاص بالنساء في وضع معين  فإذا كانت الكثير من النساء متبرجات فالكثير من الشباب غير ملتزمين أيضا بلباس محتشم بنطال ساحل وغير ملتحيين  فالمشكلة في مجتماعتنا مشكلة كبيرة وليست خاصة بالنساء المتبرجات وكأنها المشكلة الوحيدة وإذا حليناها نجحنا في الحصول على المجتمع الفاضل على العموم الخطوات تكون كالتالي حتى لأ أسيء الظن بك أعتقد أن نيتك كانت طيبة ولكن أسلوب الكتابة خانك جدا  في التعبير  أعتقد كانت نيتك أن تسأل كيف يمكن نصح وإصلاح النساء المتبر جات في المجتمع  والجواب أننا لا نستطيع تغيير المجتمع بالإجبار إنما يكون بالنصح والموعظة الحسنة والموضوع على فكرة عام وليس خاص بالنساء في وضع معين  فإذا كانت الكثير من النساء متبرجات فالكثير من الشباب غير ملتزمين أيضا بلباس محتشم بنطال ساحل وغير ملتحيين  فالمشكلة في مجتماعتنا مشكلة كبيرة وليست خاصة بالنساء المتبرجات وكأنها المشكلة الوحيدة وإذا حليناها نجحنا في الحصول على المجتمع الفاضل على العموم الخطوات تكون كالتالي ,1
ما هو الذكر أو الدعاء أو عمل الخير الذي غير حياتك ووجدت فيه نتيجة واضحة ,1,بسم الله الرحمن الرحيم ٱل  ذ ین  ء ام ن وا  و ت ط م ى  ن   ق ل وب ه م ب ذ ك ر  ٱلل  ه   أ ل ا ب ذ ك ر  ٱلل  ه  ت ط م ى  ن   ٱل ق ل وب   سورة الرعد 28 في ذكر الله راحة نفسية جميلة  لا تنتظر مقابل في الدنيا  فربما المقابل غفران للذنوب  أو رضا الله عليك  أو مكانة عالية في الجنة  فقط دع روحك تستمتع بذكر الله ,1
السلام عليكم لدي سؤال واتمنى الاجابه عليه ما هو دليل التقليد الذي يعمل به المسلمون,0,لا أعلم ما الذي تقصده  حرفي ا    ولكن إن كان القصد تقليد مجموعة من الناس أو منطقة لمذهب ما دون الآخر فهو يعود لاستيطان مدارس الفقه وشيوخها لمنطقة دون أخرى وأحيان ا بسبب إعجاب واقتناع الحاكم بمذهب فقهي معين لهذا ي قر ب شيوخ المذهب على سواه من المذاهب الأخرى لهذا نرى أن أرض الشام مثلا شيوخها تتبع المذهب الشافعي بينما تتبع تركيا المذهب الحنفي الخ ,1
ما هي الدروس التي يمكن استلهامها من التاريخ القديم للاقتصاد الإسلامي ,0,ان الربا مدمر ولو بسيط  ان العمال حقوقهم مقدسة  المرأة لها حق التملك ولم يكن ذلك متاحا لها في بريطانيا حتى فترة قريبة  ان الاعمار والزراعة تنظوي على عبادة والنهي عن التطفل ولو على الوالدين  في نظام تكافل اجتماعي قوي,1
كيف أتعلم العلم الشرعي وأفهم ديني بشكل أكبر ,1,اكاديميه زاد أو تابع شيوخ ثقات من يوتيوب واعلم أن مصادر العلم الشرعي  القرآن الكريم   السنة النبوية الشريفة   فهم واعتقاد الصحابة   وإليك بعض النصائح١  استعن بالله ولا تعجز٢  اخلص نيتك لله٣  جاهد نفسك واستغفر لأن الزنوب تمحق بركة العلم والتعلم٤  علم غيرك ما تعلمته من خلال منشورات علي وسائل التواصل الاجتماعي أو كورا بشكل خاص٥  لا ترائ اي لا تفعل ابتغاء رضا وكلام الناس   اخلص تتخلص ٥  ابدا بحفظ القرآن الآن ولا تؤجله لبعد حين٦  ادعوا كثيرا واستغفر كثيرا واخلص نيتك    وبالتوفيق بارك الله فيك وزادك علما ونفعا       ,1
ما هي الآية التي توقفت عندها وأنت تقرأ القرآن وشعرت بأنها لامست قلبك أو أنك المقصود بها ,1,قال تعالى في سورة التوبة الآية لم تكن تلك أول مره أسمع فيها هذه الآية   لكنني في ذلك اليوم كنت حزينة وقلقة ومتوترة   فاستمعت للقرآن حتى نمت   لم يكن تركيزي على الكلمات كنت أفكر و احاول أن انام   لكن عندما وصل القارئ قال تعالى في سورة التوبة الآية لم تكن تلك أول مره أسمع فيها هذه الآية   لكنني في ذلك اليوم كنت حزينة وقلقة ومتوترة   فاستمعت للقرآن حتى نمت   لم يكن تركيزي على الكلمات كنت أفكر و احاول أن انام   لكن عندما وصل القارئ الى   لا تحزن ان الله معنا   رك زت وانتبهت للكلمات   وشعرت بأن الله يواسيني في تلك اللحظة فبكيت وعلى وجهي ابتسامة وكان قد اطمئن   قلبي  ,1
ما الذي تنتظره حتى ت ن ص ر  إسلامك ,0, أ م  ح س ب ت م  أ ن ت د خ ل وا  ٱل ج ن  ة  و ل م  ا ی أ ت ك م م  ث ل  ٱل  ذ ین  خ ل و ا  م ن ق ب ل ك م  م  س  ت ه م  ٱل ب أ س ا ء  و ٱلض  ر  ا ء  و ز ل ز ل وا  ح ت  ى  ی ق ول  ٱلر  س ول  و ٱل  ذ ین  ء ام ن وا  م ع ه ۥ م ت ى  ن ص ر  ٱلل  ه   أ ل ا  إ ن   ن ص ر  ٱلل  ه  ق ر یب   سورة البقرة 214 ,1
ما الأخطاء التي فعلتها وتريد تحذير الآخرين بعدم فعلها في المستقبل ,0,أكبر خطأ وقعت فيه هو ترك الصلاة عندما أرتكب معاصى  ظنا أن الله لن يتقبل ولكن اتضح عكس ذلك تماما  أن الإنسان مادام يخطئ بالنهار  ويتوب ويستغفر بالليل  أو العكس  فعسى الله أن يتوب عليه  نسأل الله تعالى أن يتوب علينا ويرحمنا رحمة  واسعة أكبر خطأ وقعت فيه هو ترك الصلاة عندما أرتكب معاصى  ظنا أن الله لن يتقبل ولكن اتضح عكس ذلك تماما  أن الإنسان مادام يخطئ بالنهار  ويتوب ويستغفر بالليل  أو العكس  فعسى الله أن يتوب عليه  نسأل الله تعالى أن يتوب علينا ويرحمنا رحمة  واسعة ,1
ما هو الإسلام الصحيح في رأيك  دون تزمت أو تساهل  ,1,الإسلام الصحيح في رأيي يكمن في كلمة واحدة وهي الاتباع   اتباع الرسول صلى الله عليه وسلم في كل ما يفعل و دون زيادة أو نقصان ما استطعت ولا أقصد في العبادات فقط من صلاة وصوم و زكاة فقط فهي أمر ثابت على عموم المسلمين وانما أيضا في ملبسك و ومطعمك وتعاملك مع اهلك واصدقاءك وأبنائك وحتى تبسمك وحلمك علي من اساء إليك وكل ما استطعت من سننه عليه الصلاة والسلام فالدين حياة كاملة وليس مجرد عبادات ,1
أنا شخص انطوائي قليلا   ولكن ديني الإسلامي يحكم علي بصلة الرحم وأنا لا أعرف كيف أتكلم مع الناس وأفتح معهم المواضيع وأشعر بضيق وثقل حول هذا الموضوع  فماذا أفعل  وهل هذا عذر يسقط عني حكم صلة الرحم في ديني ,1,هناك عدة أسباب تجعل من الانسان انطوائيا  وأغلب هذه الأسباب تتعلق بالأسرة والمجتمع والبيئة التي كبر فيها  لكن بما أنك تطرح هذا السؤال فإنك تعي جيدا أنك تملك زمام الأمر  وأن أخطاء الأسرة وأخطاء المجتمع والبيئة وغير ذلك يمكن للإنسان تغييرها وتداركها حين يصير بالرشد والوعي الكافي لذلك  هذه فنصيحتي لك حاول التقليل من فترات تواجدك في وسائل التواصل الاجتماعي وعلى الحاسوب عموما وعوض هذا الوقت بتواجدك على أرض الواقع  اختر جمعية نشطة في محيطك تكون أهدافها نبيلة وانضم إليها  أعرف أشخاصا انضموا سابقا لنا في إحدى الجمعيات كانوا لا يستطيعون مشاركة الحديث ولا البدء فيه  ومع الوقت تغير حالهم للأفضل ولله الحمدهناك عدة أسباب تجعل من الانسان انطوائيا  وأغلب هذه الأسباب تتعلق بالأسرة والمجتمع والبيئة التي كبر فيها  لكن بما أنك تطرح هذا السؤال فإنك تعي جيدا أنك تملك زمام الأمر  وأن أخطاء الأسرة وأخطاء المجتمع والبيئة وغير ذلك يمكن للإنسان تغييرها وتداركها حين يصير بالرشد والوعي الكافي لذلك  هذه فنصيحتي لك حاول التقليل من فترات تواجدك في وسائل التواصل الاجتماعي وعلى الحاسوب عموما وعوض هذا الوقت بتواجدك على أرض الواقع  اختر جمعية نشطة في محيطك تكون أهدافها نبيلة وانضم إليها  أعرف أشخاصا انضموا سابقا لنا في إحدى الجمعيات كانوا لا يستطيعون مشاركة الحديث ولا البدء فيه  ومع الوقت تغير حالهم للأفضل ولله الحمد  إبحث أيضا عن أنشطة تكون في مجموعات كفريق لكرة القدم أو غير ذلك ومارس الرياضة في مجموعات ولا تمارسها لوحدك  إبحث عن ناد للقراءة وانضم له ستجد نفسك في الأول ربما مجرد شخص صامت في أي مجموعة التحقت بها  لكن مع مرور الأيام ستبدأ في التعبير أيضا ومشاركة الآخرين الكلام رويدا رويدا حتى يتغير طبعك من انطوائي إلى اجتماعي  لكن عليك بالمثابرة في البداية والمكابدة  فليس هناك تغيير بدون جهد وفقك الله,0
